ExpRepeatIndex	A_frac	A	B	C	D	E	vis	smallChar	largeChar	smallNum	largeNum	trial	ExpIndex	expType	text
trial	0	29.4	40	50	40	70	barchart	A	E	29.4	70	trial	trial	trial	The correct answer is 42%. The smaller bar is just over 2/5 the size of the larger one.
trial	0	85	60	90	19.55	15	barchart	D	A	19.55	85	trial	trial	trial	The correct answer is 23%. The smaller bar is slightly below 1/4 the size of the larger one.
trial	0	5	25	35	8	27	piechart	A	D	5	8	trial	trial	trial	The correct answer is 60%. The smaller slice is 3/5 the size of the larger one.
trial	0	10	31.32	11	36	11.68	piechart	B	D	31.32	36	trial	trial	trial	The correct answer is 87%. The smaller slice is just under 9/10 the size of the larger one.
trial	0	15	15	14.8	20	38	bubblechart	C	D	14.8	20	trial	trial	trial	The correct answer is 74%. The smaller bubble is almost 3/4 the size of the larger one.
trial	0	16	25	25	8.8	26	bubblechart	D	A	8.8	16	trial	trial	trial	The correct answer is 55%. The smaller bubble is slightly larger than 1/2 the size of the larger one.
transition	transition	transition	transition	transition	transition	transition	transition	transition	transition	transition	transition	transition	transition	transition	transition
1	0.675	7.35499117806053	21.300681048271	36.3482232784364	31.556564515957	3.43953997927519	bubblechart	B	D	21.300681048271	31.556564515957	bubblechart14	1	main	
1	0.125	0.302443694292257	0.430178568877001	0.0378054617865322	0.190818988187658	0.0387532868565517	piechart	C	A	0.0378054617865322	0.302443694292257	piechart3	2	main	
1	0.625	0.304264042722466	5.09654190214653	54.8714228705145	5.43313189054497	34.2946392940716	bubblechart	E	C	34.2946392940716	54.8714228705145	bubblechart13	3	main	
1	0.575	0.344219534354846	0.0233677216204192	0.14808035429037	0.286406157480328	0.197926232254037	piechart	E	A	0.197926232254037	0.344219534354846	piechart12	4	main	
1	0.775	2.81170879625722	33.9691026616697	8.41573275063592	43.8311002086061	10.972355582831	barchart	B	D	33.9691026616697	43.8311002086061	barchart16	5	main	
1	0.025	0.101655123630402	0.0349311752422638	0.00254137809076006	0.355436175778938	0.505436147257636	piechart	C	A	0.00254137809076006	0.101655123630402	piechart1	6	main	
